ds,yhat,yhat_lower,yhat_upper
2023-08-12,188.72521873621275,175.70525013268514,202.59001265796755
2023-08-13,189.44037105041124,175.5703244777636,203.07177992430599
2023-08-14,177.72417951723594,163.55361702623094,192.3502302365808
2023-08-15,154.33421273304052,140.1122585932744,168.33800074992402
2023-08-16,154.85746874074323,141.7615054928437,167.88026790427557
2023-08-17,154.2636586338595,141.0301183699192,168.76453889597266
2023-08-18,155.7812267645935,141.24195807067176,170.1431533870581
2023-08-19,188.79936973469208,175.51434710534753,202.79447680939828
2023-08-20,189.5890162121636,177.16884259872737,203.26378643167078
2023-08-21,177.97810231779226,163.62720732613187,191.7601742761385
2023-08-22,154.72355754489996,142.12700843024766,167.86346334904604
2023-08-23,155.4110150856671,140.91311423494412,169.86310398366493
2023-08-24,155.0081108140265,141.97100705760664,168.89520205633593
2023-08-25,156.7405372861707,143.58254261776193,170.29976032704738
2023-08-26,189.99411450525753,176.09057782195777,203.37912743732227
2023-08-27,191.03583857741188,177.76979791780664,205.7595695284001
2023-08-28,179.68924161311978,166.72938227351713,193.01005974168936
2023-08-29,156.70647600616965,142.4947414608133,170.34461925489114
2023-08-30,157.66813472257434,142.28732471187655,171.8619701283376
2023-08-31,157.53666925748232,144.2656488851756,171.6106125137674
2023-09-01,159.53256873621208,145.20277434675367,173.0649576206233
2023-09-02,193.03655879839644,178.94385005918096,207.420956962685
2023-09-03,194.31077814452675,181.48221997018976,208.1291436688484
2023-09-04,183.17426278958933,170.41328740284104,196.718138435764
2023-09-05,160.37514787661172,146.2853657907599,175.11811219650673
2023-09-06,161.49059551784865,148.7180114358422,175.4281710160023
2023-09-07,161.48030736136494,147.38878802380293,174.62988911630057
2023-09-08,163.56278267903357,149.38292588492723,176.9198806924582
2023-09-09,197.11757830202492,183.32875888792034,209.44209689507733
2023-09-10,198.40652639302604,184.54680907530218,211.0415918621824
2023-09-11,187.2492387061969,172.73014558165974,200.90124362326583
2023-09-12,164.39530628298488,151.15490774240897,178.87972126907806
2023-09-13,165.42420281359085,153.43471580998494,178.67282699474
2023-09-14,165.29875056370656,151.35146024967418,178.2426834791508
2023-09-15,167.24131055554176,153.61223124452295,181.04686155595664
2023-09-16,200.63595474222166,187.03436976267872,213.2411487815705
2023-09-17,201.74957812975558,188.6024173003284,214.94280955820867
2023-09-18,190.40728194536166,176.40113707243307,203.8812498013178
2023-09-19,167.3644397322069,153.7487607002684,181.56130140833287
2023-09-20,168.2064577910981,154.43798414156805,181.81748296929226
2023-09-21,167.90209248673318,154.26234308231926,181.6734833304963
2023-09-22,169.67948981508732,156.05175576614545,183.43644074010578
2023-09-23,202.92820882311162,189.35911898136686,216.70470050408795
2023-09-24,203.92019067688676,190.73653406565964,217.3657465075391
2023-09-25,192.48500822199256,178.48727924725748,206.80966380181465
2023-09-26,169.3818114550296,154.4713005419053,183.3363059192245
2023-09-27,170.19898357422673,156.49690377971154,184.06402760292175
2023-09-28,169.90737298580217,156.271361528444,183.49461901556776
2023-09-29,171.73626905966722,158.0992192225382,185.6645820210377
2023-09-30,205.07538508904403,191.46207125644614,218.36118669922138
2023-10-01,206.1958115272001,192.6534045123259,218.95719030629866
2023-10-02,194.9252749979038,181.22332990781774,208.20071079816358
2023-10-03,172.02011849947806,158.80719241833694,186.2526326063531
2023-10-04,173.06501681956937,159.77599755593013,186.9931516418271
2023-10-05,173.02629124029824,159.4763966746854,186.77419658064312
2023-10-06,175.12798941746465,161.48832047988338,188.48978387099143
2023-10-07,208.75399140551335,195.4741708204616,223.2993887943017
2023-10-08,210.1691019123882,196.01987893519302,223.22566970607815
2023-10-09,199.19446085350344,185.8651600611454,214.43882667680538
2023-10-10,176.5796838511764,162.6132814976794,190.31029091460144
2023-10-11,177.9027426704231,164.8199596619739,191.99532454312006
2023-10-12,178.1234454954386,164.46747888446768,192.13934376111325
2023-10-13,180.45967871639343,167.5797830734338,193.6845197522618
2023-10-14,214.28966705544363,201.39412254058885,228.42063285685057
2023-10-15,215.87320814925206,201.91483140002146,229.18410340668876
2023-10-16,205.02721013101012,191.44113422949368,217.8678178358567
2023-10-17,182.49793979966194,169.38517043109522,196.45814973091782
2023-10-18,183.8609900555761,170.36193698767855,196.92960505269636
2023-10-19,184.07482270885754,170.33893376012824,197.74101040025914
2023-10-20,186.35704741439022,172.932049896133,200.41997835412997
2023-10-21,220.08669239077386,206.57093111467822,234.17980613643132
2023-10-22,221.52542270463493,207.6590183115342,235.82067170469145
2023-10-23,210.49303487030855,196.59667513572717,224.70984390034636
2023-10-24,187.73963715476825,174.91158807695263,201.3170109875066
2023-10-25,188.84552445814276,175.29308624102163,202.15078773859298
2023-10-26,188.77460771596444,175.5652768992452,202.58860164388568
2023-10-27,190.75056070075453,177.49882557071857,204.11928043425667
2023-10-28,224.15894339692684,210.65883283200472,238.21508749222102
2023-10-29,225.268261492239,212.1889648832114,237.98212521144214
2023-10-30,213.90529479227513,199.36088424729027,227.61549461734495
2023-10-31,190.82710819651214,177.1601874221214,204.00232971366466
2023-11-01,191.62075843342964,177.86957349154295,205.57000008261554
2023-11-02,191.25656079282356,178.40797861325154,205.45858389796342
2023-11-03,192.964082876252,179.23044581686523,206.00236620872843
2023-11-04,226.13412842792582,211.63385440289838,239.3845425242516
2023-11-05,227.03967431507263,213.2416051850684,240.66378293770973
2023-11-06,215.51109653926858,202.09316314429753,229.5921820873166
2023-11-07,192.30810146252023,178.3541872723723,205.34198839336452
2023-11-08,193.0193773850904,179.1502829724457,205.80128914691429
2023-11-09,192.61583201006826,178.18254783118988,207.23557116962718
2023-11-10,194.32658342673835,180.49920577690025,207.46107656338543
2023-11-11,227.5409675892346,213.7293713668344,241.47858700864353
2023-11-12,228.52952458348886,214.77948071665458,242.74498772603513
2023-11-13,217.11929811524084,204.05222814448476,230.0023581215277
2023-11-14,194.06586232648164,180.59335834331338,208.204585988668
2023-11-15,194.9530884279253,181.19942625802113,209.35353985815155
2023-11-16,194.7465135352548,181.76139652527206,208.3565354460791
2023-11-17,196.66947577806675,182.46821504020704,210.70346109573686
2023-11-18,230.10527478049778,216.2570015629196,243.39796007066275
2023-11-19,231.31831571619324,217.02743905191426,245.93908349743475
2023-11-20,220.12966572630097,206.39355629796881,233.601468283645
2023-11-21,197.28893989021105,185.00267451056885,210.4720688886582
2023-11-22,198.37451065712543,184.91894438248167,212.12426491238892
2023-11-23,198.34691382386967,185.15398015807364,212.2122000585799
2023-11-24,200.425104378147,186.25237444721114,215.1545936635774
2023-11-25,233.9887196920336,221.08863267771892,247.82328787170968
2023-11-26,235.29930571094687,221.41666481392562,249.16754315154265
2023-11-27,224.1758343937163,210.80968277623586,238.75873667836302
2023-11-28,201.36692096733296,186.94027410894162,214.9697042845524
2023-11-29,202.45074872433446,188.07273320758324,216.44000379607704
2023-11-30,202.38855988727482,188.38378490573206,216.14138214854208
2023-12-01,204.40087375616147,190.41249371503395,218.36590672584356
2023-12-02,237.86968945105446,223.20190341180776,251.81755628268132
2023-12-03,239.0596307843465,225.58534216462616,252.17141557938294
2023-12-04,227.7933639590252,214.310290508066,241.24751293682522
2023-12-05,204.82369958186453,190.75702786157746,218.23507107823286
2023-12-06,205.73339004141982,192.95204128950576,219.2491019348964
2023-12-07,205.48848440652392,191.88599655166496,219.11996424057784
2023-12-08,207.31440589326803,192.83652910427318,220.8516772158166
2023-12-09,240.59801314659092,227.018316603565,254.77877233975366
2023-12-10,241.60860678978446,227.46819509540174,255.68386323271565
2023-12-11,230.1732157419999,215.90283383219693,243.52066852563254
2023-12-12,207.04857837114398,193.6064670542917,221.16082150167205
2023-12-13,207.82083279203934,195.13761666723858,221.85610091113386
2023-12-14,207.45878131688633,193.92863891268956,221.49258755477575
2023-12-15,209.18989647354823,194.48477899078497,223.64514526026633
2023-12-16,242.402331658449,228.75646998150538,255.7565449888963
2023-12-17,243.36589910626046,229.18380970108703,256.74606692383367
2023-12-18,231.90735027915343,217.4712916389244,245.68249798283003
2023-12-19,208.78237371282543,195.5212211176297,222.222436266504
2023-12-20,209.57532396392693,196.53477537486933,223.80924942187613
2023-12-21,209.25254539683073,194.54500487754385,221.93616426361547
2023-12-22,211.03845638158413,197.1736184725819,225.12986894035888
2023-12-23,244.31765461530298,231.2549937021223,258.5000669959776
2023-12-24,245.35600344825232,232.31124193180378,258.52814419846726
2023-12-25,233.97691762099663,220.2215721950162,248.7041627705768
2023-12-26,210.93082765939585,198.45983258214082,223.80136695648935
2023-12-27,211.79769765911468,198.0049605092616,225.58103929665438
2023-12-28,211.53959180465048,198.13530442276348,224.99558954339594
2023-12-29,213.3768838871261,199.912919779657,227.19410032480368
2023-12-30,246.69048053495027,233.38791297727207,260.29422568712994
2023-12-31,247.74301474063324,234.5226181771559,262.27115173592824
2024-01-01,236.35433864546877,223.38178916638995,250.06678445019065
2024-01-02,213.273724605447,199.88316941054092,225.68304931154563
2024-01-03,214.0797824683813,200.45710753176817,229.15397075065107
2024-01-04,213.73395153941047,199.11520544784693,226.07119256083763
2024-01-05,215.45672814636248,201.18334798118414,229.88535996300953
2024-01-06,248.62988558579772,235.54985319616839,261.9797200534221
2024-01-07,249.5176432297435,235.51492795844243,262.3038736039108
2024-01-08,237.94211455183938,224.36902557493738,251.97335520934183
2024-01-09,214.6554444552781,200.63117170973166,228.78987664509307
2024-01-10,215.23964572790288,201.4768535639101,229.97045378760802
2024-01-11,214.65999546191802,201.67997559688405,228.0710845693852
2024-01-12,216.14115511923487,201.8026791680316,229.03406761531122
2024-01-13,249.06927411332236,235.81402215715448,262.8934850155164
2024-01-14,249.71303701494358,236.37408587005334,264.0037023779148
2024-01-15,237.89898760454994,223.85788436477478,251.57399201584508
2024-01-16,214.38354366696325,201.21239069001675,227.8204804023168
2024-01-17,214.75271580282057,201.272653956623,227.964459635829
2024-01-18,213.97539439589983,199.96669118900286,227.2766537487179
2024-01-19,215.27937147083006,201.28240416762532,228.805914463775
2024-01-20,248.05336003569266,234.23574324441503,261.57117995882237
2024-01-21,248.56797333692143,235.51553720364203,262.1023083120912
2024-01-22,236.65099909877307,222.8867581608241,250.20371913188532
2024-01-23,213.05938397571853,199.838631304061,226.6222915958437
2024-01-24,213.37894227056282,199.3419848922215,226.85109018942015
2024-01-25,212.5776532631049,198.6838286815589,225.78192549055692
2024-01-26,213.88171351350857,200.33931566781163,227.81720214918786
2024-01-27,246.6776057999586,232.6506797007809,259.5986982014541
2024-01-28,247.2331456502526,234.64162889037675,260.9988011447353
2024-01-29,235.37385033237737,221.08838947268097,249.99846113171628
2024-01-30,211.85198436867515,198.14432911375033,227.315095096646
2024-01-31,212.24941040578548,197.9024943679487,225.6307455571289
2024-02-01,211.5299891976403,198.5807551498551,225.57352854757997
2024-02-02,212.91575059068313,198.88248966254028,226.661821861514
2024-02-03,245.7890820609288,232.58766270144477,259.1106758045334
2024-02-04,246.41389239132252,232.5118412280311,260.7772345897244
2024-02-05,234.6110803136142,221.64060441298696,248.11263743899212
2024-02-06,211.13071782889318,197.0039250081916,224.33089331114482
2024-02-07,211.55195664205417,197.43658515282127,225.0481682162964
2024-02-08,210.83651648234442,197.2811756097041,224.50936778740825
2024-02-09,212.2049163129916,198.98142985493317,225.95652335649325
2024-02-10,245.03870507996842,231.9519731727343,258.9738296025326
2024-02-11,245.60164844121266,232.30791618665796,259.3314889450852
2024-02-12,233.71520069355034,219.70775055539903,247.96015300511675
2024-02-13,210.13067155293484,196.39653555765648,223.73898843220675
2024-02-14,210.42909671933705,196.84566402305714,223.1514020649983
2024-02-15,209.5746720299751,195.99983509822954,223.70036701413565
2024-02-16,210.79091373923896,196.86273523814648,223.69759366659912
2024-02-17,243.46280357206314,229.8310811225881,257.95218429122946
2024-02-18,243.8578773933734,231.1273681014449,257.87843047925384
2024-02-19,231.8015894459475,217.4576763492478,245.466724555745
2024-02-20,208.04936480769686,194.72832502034686,222.83638120741116
2024-02-21,208.18635216980243,193.92095362079147,221.02934789628216
2024-02-22,207.18073999715736,192.99252604943962,220.1614744206499
2024-02-23,208.25980186407907,194.77881617149148,221.97558920430484
2024-02-24,240.81193277490098,226.67548027954348,253.3366259681159
2024-02-25,241.10763829761314,227.03717705178875,254.3239051952822
2024-02-26,228.97481118817507,215.46874759345187,242.3336376786411
2024-02-27,205.17071055009893,191.4906882527007,218.78216105097488
2024-02-28,205.28165762750558,190.83746854792966,219.04366298257713
2024-02-29,204.2763128426777,191.52139467947083,217.26304327367998
2024-03-01,205.38170093004638,192.11996220212026,218.59123736656852
2024-03-02,237.98524652230014,223.74628921815076,253.003505901436
2024-03-03,238.35578203497866,225.4167207627002,251.52268677010196
2024-03-04,226.31891458360553,213.45316841319428,240.63186561261588
2024-03-05,202.6289031437768,189.0346474192733,215.9334577040589
2024-03-06,202.86858420315485,190.03787003551835,217.20576706661348
2024-03-07,202.0026829459893,187.96598286632866,215.21834192487685
2024-03-08,203.2539373355595,188.8903185110778,217.2079495666953
2024-03-09,236.00524226556254,221.81946392089117,249.23894513038314
2024-03-10,236.520772757791,222.49342389026683,250.06511065243657
2024-03-11,224.62141734529547,211.11139838861058,238.34737630994357
2024-03-12,201.05693255889153,187.0532673783535,214.77990499138443
2024-03-13,201.40582800546977,187.35657338315238,214.85992028874668
2024-03-14,200.62884169309837,186.63191753909334,214.53280833849612
2024-03-15,201.9451672775573,188.33397968625695,215.82108789517687
2024-03-16,234.73469033321513,220.99528154742563,247.69060893229866
2024-03-17,235.25919030085544,221.90713664714193,248.71185036120323
2024-03-18,223.33783728780753,210.27655639793863,237.09127644089236
2024-03-19,199.71939308651258,186.43274570498076,212.79850714133647
2024-03-20,199.98212479884197,186.4386803725522,213.5178870131326
2024-03-21,199.0872900872369,185.10340271750331,212.58929493311982
2024-03-22,200.2553555840873,185.99541044771541,213.22702437635627
2024-03-23,232.86820589448388,219.5285737964583,246.7160671067153
2024-03-24,233.19030065127237,219.1375622198578,247.4534545779502
2024-03-25,221.04411003856953,207.3688014985427,235.3331873735947
2024-03-26,197.18223980139734,183.9291944041678,211.06799115599918
2024-03-27,197.18725612805167,183.17841018995617,210.05476403941665
2024-03-28,196.02507172906093,182.84930913759268,209.14817561402663
2024-03-29,196.92105717897698,183.42582382652634,209.2830828375766
2024-03-30,229.26213765822692,216.44004105498874,243.04048813460082
2024-03-31,229.31783534575789,215.87218159860694,243.33760416898772
2024-04-01,216.91559069739077,203.48031044391564,230.40050600298775
2024-04-02,192.8127763851457,178.53325129086363,205.37437310738702
2024-04-03,192.5964169260471,179.0116763978003,206.48865873796564
2024-04-04,191.2364777753296,178.16098371611793,205.3872687018747
2024-04-05,191.96189015353212,178.24429478259657,205.62965506422665
2024-04-06,224.16257365091255,210.84406633922256,238.17477135351717
2024-04-07,224.11041842497895,209.4786013318517,237.5321997439345
2024-04-08,211.63456142765227,198.9358894232499,224.85084074553748
2024-04-09,187.49337117137904,173.76810731443894,201.4207091377421
2024-04-10,187.27415457094924,172.46204971462595,201.13187559732285
2024-04-11,185.94644949441334,172.14111950433664,198.58172002851535
2024-04-12,186.7380689331529,172.5376018667868,199.05328159263456
2024-04-13,219.03715802875075,204.83496393502492,233.39210908251246
2024-04-14,219.11322462907648,205.42854944104843,233.2082556756399
2024-04-15,206.7924763462141,192.97257609410298,221.25568066109514
2024-04-16,182.8298769715157,170.30206781727108,196.87746920281396
2024-04-17,182.80893373338887,169.06400580037842,196.0420868667745
2024-04-18,181.69507706699557,167.2458322984417,195.10652419480417
2024-04-19,182.71179655735716,168.6223140020763,196.93245994924138
2024-04-20,215.24279207564544,201.19743897240127,228.6082758471832
2024-04-21,215.55309856519696,200.98998172593542,229.4923254101358
2024-04-22,203.46451530747765,190.37279169063908,216.78161447686884
2024-04-23,179.72775049725016,166.25906524177995,193.55793500044877
2024-04-24,179.92229075978162,166.80301445274375,193.74692635212156
2024-04-25,179.00985563154168,164.12018847319553,192.3242241689637
2024-04-26,180.2105992623669,165.70272518524268,194.7464990841876
2024-04-27,212.90531722055414,200.29447064513926,226.89629797847317
2024-04-28,213.35661600684767,198.84662612394555,226.35094564647815
2024-04-29,201.38437554872084,187.97927080104412,215.317259971825
2024-04-30,177.73791524211447,164.11638496551225,191.596652958311
2024-05-01,177.9958732010889,164.86445349832007,192.06901909643867
2024-05-02,177.11965903564501,163.43275875578468,190.24679293912249
2024-05-03,178.32964297050967,164.54663482182792,192.4629671905885
2024-05-04,211.0073399679335,196.6468810409644,226.10304786992756
2024-05-05,211.41654743398269,197.4050726255683,224.7063680568601
2024-05-06,199.37876791776006,186.61930312842117,213.1172401418001
2024-05-07,175.64532862673047,162.00222552402852,188.98948397499484
2024-05-08,175.79720876105046,161.90018604437114,189.19913613459244
2024-05-09,174.79843637161846,162.1582990801173,188.36159225248184
2024-05-10,175.87221894759443,162.34958738512466,189.57853069760412
2024-05-11,208.40306775720518,194.89312413302162,222.37995033443968
2024-05-12,208.65787582383638,195.37868165906949,221.9541223390117
2024-05-13,196.46128215628102,183.25353521429705,209.9361263999257
2024-05-14,172.56773513407086,159.65108698428025,187.23957724572844
2024-05-15,172.56126704620434,158.24083045726215,185.692252299174
2024-05-16,171.40884226105658,158.48500755585124,184.87607463370782
2024-05-17,172.33644390385584,158.72919364959748,186.08164502981168
2024-05-18,204.7311595558665,190.2994476285596,218.09998629193038
2024-05-19,204.8622261899693,190.90444744188312,220.00456627887547
2024-05-20,192.55636713955676,178.54672661675963,206.67739743489932
2024-05-21,168.56983406205384,154.77692838622298,181.86341148505974
2024-05-22,168.48816576739677,155.06971285189482,182.14646616658408
2024-05-23,167.2795262316948,153.57581230934014,180.23237756719178
2024-05-24,168.17078636341236,154.42394650615802,182.6174240280166
2024-05-25,200.54960967760962,186.76491039116965,214.52618794698193
2024-05-26,200.68550168045383,187.178947211678,214.8819805974019
2024-05-27,188.40515531558574,174.92559915161388,202.26366303832236
2024-05-28,164.46450497358364,151.132614760041,177.84643021449227
2024-05-29,164.44850048059868,151.46872478239416,178.56637177543308
2024-05-30,163.32446294369242,149.33792659915756,177.19645261004132
2024-05-31,164.3181866127569,150.32018295865683,178.23661363419342
2024-06-01,196.81604653583352,183.78613037412006,209.88035397261476
2024-06-02,197.08607147825342,183.20721933563837,210.6298698929108
2024-06-03,184.95331416413373,171.6904453495451,198.348982819132
2024-06-04,161.1719310917473,146.68743119969795,174.6095616051897
2024-06-05,161.32498312479194,147.11885549123983,174.63697882744827
2024-06-06,160.37781855444217,146.5442167038619,172.69999158812
2024-06-07,161.55420262799473,148.8853491750015,176.11729738431117
2024-06-08,194.2384531736449,181.09037729070977,207.71759876449187
2024-06-09,194.69654163842307,180.09934204805052,208.63810926896716
2024-06-10,182.75149144239424,169.36804344617013,195.9341442466728
2024-06-11,159.1554857181839,145.63636502131655,173.2653474890833
2024-06-12,159.4896954319397,144.9985603763356,173.5969169915452
2024-06-13,158.7176893361825,144.71015197906388,172.54058021671915
2024-06-14,160.06158946688026,147.50967695580655,172.36229004173828
2024-06-15,192.90423148750304,178.97683187838462,206.29158225855733
2024-06-16,193.51028883001385,179.61658752219478,206.6703049048008
2024-06-17,181.7016921579721,168.3546795644488,194.44870848138777
2024-06-18,158.22975565081595,145.29484260397402,173.0858725116741
2024-06-19,158.67502092262677,144.72235761772077,172.22420972400553
2024-06-20,158.000679295573,144.2549523616152,170.9211827115873
2024-06-21,159.42873582351183,146.65378380556902,173.62477575560206
2024-06-22,192.3421739185746,178.93262728066884,205.86475454464394
2024-06-23,193.0060791517037,178.9875669857208,206.13893039003395
2024-06-24,181.24305340988315,167.68128196444442,195.33261140924517
2024-06-25,157.8053308143066,143.74762707176703,171.11678946906892
2024-06-26,158.27460580979675,144.84804685187424,171.75762804308025
2024-06-27,157.61543440388792,143.75652482577354,170.08627892224223
2024-06-28,159.05137193167133,144.65608853519694,172.54504896456098
2024-06-29,191.96710648190688,178.3287739013091,206.13935868112816
2024-06-30,192.6295469582828,179.17355935147518,205.04943428428084
2024-07-01,180.86319750716018,166.95864884148745,194.92565322908828
2024-07-02,157.42223041225247,143.51344445339765,170.4088290069892
2024-07-03,157.89026869431362,144.35153225624927,171.5017678576495
2024-07-04,157.2337403482495,143.72381256040717,170.69255990401217
2024-07-05,158.67796865083818,144.46887228800122,171.8874043493609
2024-07-06,191.60925881168578,178.38813348253873,205.25289060720243
2024-07-07,192.29594113533574,178.58370783948908,206.5665367127771
2024-07-08,180.5637036406912,166.5283374203804,194.3105669728672
2024-07-09,157.16762744495054,143.49846498452078,170.59357300130773
2024-07-10,157.69193731042418,143.78373939887115,171.72269709967273
2024-07-11,157.10333036959156,144.36226682731024,171.18483595515534
2024-07-12,158.6270484213245,144.49400323611363,172.2077682628899
2024-07-13,191.64895488891352,178.05623112694903,205.15674114483704
2024-07-14,192.43657723688204,178.62077580286427,205.52785052409985
2024-07-15,180.81444821622642,168.03011213276613,194.2191678515451
2024-07-16,157.53615943438768,142.6659139272736,171.81569084543366
2024-07-17,158.18413959162947,144.28386042888187,171.4755447570819
2024-07-18,157.72302007557093,143.3974199683274,170.7395356363425
2024-07-19,159.37575272831833,144.7795816589411,172.30837278137835
2024-07-20,192.52574003076612,179.13748414191363,206.9474397022322
2024-07-21,193.43793741350126,178.5412521388383,207.16504895625192
2024-07-22,181.9342597754522,168.30595843711004,196.38708382805868
2024-07-23,158.7657040255757,145.81873824224743,173.46531577847153
2024-07-24,159.5121986272706,146.65072237873267,173.53856269108863
2024-07-25,159.13604069590605,145.4620871900338,173.27631907424407
2024-07-26,160.85808373102788,146.55551971893624,174.8424274119958
2024-07-27,194.05993426547948,179.94794612273807,207.19842000513307
2024-07-28,195.005115231703,181.20991822701836,208.71086068007867
2024-07-29,183.51452625928377,170.61289441605675,197.25202366187085
2024-07-30,160.33861117345805,146.5154603776957,173.16389214975706
2024-07-31,161.0572418191882,147.37053257485704,173.87343291759652
2024-08-01,160.63317778879218,147.27409180888324,174.69071945624486
2024-08-02,162.28826394267992,149.1231339952845,175.20387455036612
2024-08-03,195.40562332206852,182.043932762966,209.20449337907903
2024-08-04,196.25080287538213,183.0114219679014,210.31666525193896
2024-08-05,184.64720220053098,171.43087603492708,198.7267205700821
2024-08-06,161.34819593186668,147.01195793070156,174.52475080225798
2024-08-07,161.93695963577323,148.20616010064023,177.18323173474676
2024-08-08,161.3798598990178,148.1074721440096,174.94440734342436
2024-08-09,162.90257195797415,150.22870621190737,176.55380408840898
2024-08-10,195.89218424475183,182.81625768624252,209.35488336916697
2024-08-11,196.61824933463242,182.312266646505,209.23881026730797
2024-08-12,184.90811379067097,171.2849705933988,198.64188115097411
2024-08-13,161.5189400096922,148.34392208588062,175.6864125157974
2024-08-14,162.03743252386548,148.71333040314937,174.77767492598846
2024-08-15,161.4331320820479,146.88259277806395,174.28378355154362
2024-08-16,162.93444347834225,149.00638251626512,175.82514149217886
2024-08-17,195.93065903065707,182.853327413891,209.17566355880015
2024-08-18,196.6929395555498,183.58051537618962,210.57809160365213
2024-08-19,185.04958746890458,170.8162017057332,198.03328551150523
2024-08-20,161.75802694999368,149.33927450108558,175.81678589032714
2024-08-21,162.40450510826003,147.98273933684476,175.21560576398036
2024-08-22,161.95737855873602,147.8792207698795,175.64685857371708
2024-08-23,163.6431520158076,150.17238334645194,177.23820833828609
2024-08-24,196.84853098214762,183.2949395444139,209.19110421576062
2024-08-25,197.84145006906638,184.27108234125944,212.20631625054148
2024-08-26,186.44641076977513,173.26868561723575,199.82446912305858
2024-08-27,163.41654241238726,149.49818031546462,176.33794649103325
2024-08-28,164.33339838154558,150.388060973059,178.30933859136985
2024-08-29,164.16034999861427,150.22745137346223,177.55547036700887
2024-08-30,166.11874209692854,152.5716440565923,179.81615072510422
2024-08-31,199.59006956323714,186.2658252633886,213.05823123711798
2024-09-01,200.83713332347926,186.41940261717755,214.00912692074255
2024-09-02,189.67950638559586,175.75602056685125,203.16450996994396
2024-09-03,166.8657203015331,152.27198757352792,180.30026627765383
2024-09-04,167.973180968426,153.51598223578551,182.46908802205962
2024-09-05,167.96167283151595,154.71014304322014,182.67060342651348
2024-09-06,170.04961256721134,157.0754871737301,182.89862655893953
2024-09-07,203.61630875039867,190.16550654537468,217.13452332468933
2024-09-08,204.92318357046594,191.3104189528032,218.27169672446274
2024-09-09,193.78928520628986,180.66360838372063,207.3416106063641
2024-09-10,170.9634996986596,156.5044372536051,185.00726280724032
2024-09-11,172.02447022880648,158.73819383742122,185.22094165967675
2024-09-12,171.9340824188801,158.16535513088664,186.2327661678657
2024-09-13,173.91367685840476,160.24914630002718,186.88093547063565
2024-09-14,207.34624607092434,193.77152788932733,219.99608673282003
2024-09-15,208.49757326931055,195.46582028239325,222.27172261630466
2024-09-16,197.19164334035224,183.6334178860626,211.31533750439544
2024-09-17,174.182737236137,161.43915561624186,188.41958285786245
2024-09-18,175.05522047213998,160.9035125271688,188.70688834679015
2024-09-19,174.77688752511474,161.68611015045113,189.2375673413157
2024-09-20,176.57502681929014,162.7059480697339,190.30558136910548
2024-09-21,209.838467217636,195.20063830698535,224.39499233151702
2024-09-22,210.8385671957314,197.6578949102338,223.5995729435403
2024-09-23,199.40448099132522,185.57668413918918,212.85478693901015
2024-09-24,176.29511668366843,163.13801724153836,190.3876268229182
